codice,descrizione,nd,nd1
6311,"Elaborazione dei dati, hosting e attività connesse",,
63111,Elaborazione dati,,
631111,Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf),,
631119,Altre elaborazioni elettroniche di dati,,
63112,Gestione database (attività delle banche dati),,
631120,Gestione database (attività delle banche dati),,
63113,Hosting e fornitura di servizi applicativi (ASP),,
631130,Hosting e fornitura di servizi applicativi (ASP),,
6312,Portali web,,
63120,Portali web,,
631200,Portali web,,
639,ALTRE ATTIVITÀ DEI SERVIZI D'INFORMAZIONE,,
6391,Attività delle agenzie di stampa,,
63910,Attività delle agenzie di stampa,,
639100,Attività delle agenzie di stampa,,
6399,Altre attività dei servizi di informazione nca,,
63990,Altre attività dei servizi di informazione nca,,
639900,Altre attività dei servizi di informazione nca,,
64,ATTIVITÀ DI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE),,
641,INTERMEDIAZIONE MONETARIA,,
6411,Attività delle banche centrali,,
64110,Attività della Banca Centrale,,
641100,Attività della Banca Centrale,,
6419,Altre intermediazioni monetarie,,
64191,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali,,
641910,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali,,
64192,Fondi comuni di investimento monetario,,
641920,Fondi comuni di investimento monetario,,
64193,Istituti di moneta elettronica (Imel),,
641930,Istituti di moneta elettronica (Imel),,
64194,Cassa Depositi e Prestiti,,
641940,Cassa Depositi e Prestiti,,
642,ATTIVITÀ DELLE SOCIETÀ DI PARTECIPAZIONE (HOLDING),,
6420,Attività delle società di partecipazione (holding),,
64200,Attività delle società di partecipazione (holding),,
642000,Attività delle società di partecipazione (holding),,
643,"SOCIETÀ FIDUCIARIE, FONDI E ALTRE SOCIETÀ SIMILI",,
6430,"Società fiduciarie, fondi e altre società simili",,
64301,"Fondi comuni di investimento (aperti e chiusi, immobiliari, di mercato mobiliare)",,
643010,"Fondi comuni di investimento (aperti e chiusi, immobiliari, di mercato mobiliare)",,
64302,Sicav (Società di investimento a capitale variabile),,
643020,Sicav (Società di investimento a capitale variabile),,
649,ALTRE ATTIVITÀ DI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE),,
6491,Leasing finanziario,,
64910,Leasing finanziario,,
649100,Leasing finanziario,,
6492,Altre attività creditizie,,
64920,Altre attività creditizie,,
649201,Attività dei consorzi di garanzia collettiva fidi,,
649209,Altre attività creditizie nca,,
6499,Altre attività di servizi finanziari nca (escluse le assicurazioni e i fondi pensione),,
64991,Attività di intermediazione mobiliare,,
649910,Attività di intermediazione mobiliare,,
64992,Attività di factoring,,
649920,Attività di factoring,,
64993,Attività di merchant bank,,
649930,Attività di merchant bank,,
64994,Attività delle società veicolo,,
649940,Attività delle società veicolo,,
64995,Attività di intermediazione in cambi,,
649950,Attività di intermediazione in cambi,,
64996,Altre intermediazioni finanziarie nca,,
649960,Altre intermediazioni finanziarie nca,,
65,"ASSICURAZIONI, RIASSICURAZIONI E FONDI PENSIONE (ESCLUSE LE ASSICURAZIONI SOCIALI OBBLIGATORIE)",,
651,ASSICURAZIONI,,
6511,Assicurazioni sulla vita,,
65110,Assicurazioni sulla vita,,
651100,Assicurazioni sulla vita,,
6512,Assicurazioni diverse da quelle sulla vita,,
65120,Assicurazioni diverse da quelle sulla vita,,
651200,Assicurazioni diverse da quelle sulla vita,,
652,RIASSICURAZIONI,,
6520,Riassicurazioni,,
65200,Attività di riassicurazione,,
652000,Attività di riassicurazione,,
653,FONDI PENSIONE,,
6530,Fondi pensione ,,
65301,Attività dei fondi pensione aperti,,
653010,Attività dei fondi pensione aperti,,
65302,Attività dei fondi pensione negoziali,,
653020,Attività dei fondi pensione negoziali,,
65303,Attività dei fondi pensione preesistenti,,
653030,Attività dei fondi pensione preesistenti,,
66,ATTIVITÀ AUSILIARIE DEI SERVIZI FINANZIARI E DELLE ATTIVITÀ ASSICURATIVE,,
661,ATTIVITÀ AUSILIARIE DEI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE),,
6611,Amministrazione di mercati finanziari,,
66110,Amministrazione di mercati finanziari,,
661100,Amministrazione di mercati finanziari,,
6612,Attività di negoziazione di contratti relativi a titoli e merci,,
66120,Attività di negoziazione di contratti relativi a titoli e merci,,
661200,Attività di negoziazione di contratti relativi a titoli e merci,,
6619,Altre attività ausiliarie dei servizi finanziari (escluse le assicurazioni e i fondi pensione),,
66191,Attività di gestione ed elaborazione di pagamenti tramite carta di credito,,
661910,Attività di gestione ed elaborazione di pagamenti tramite carta di credito,,
66192,Attività di promotori e mediatori finanziari,,
661921,Promotori finanziari,,
661922,"Agenti, mediatori e procacciatori in prodotti finanziari",,
66193,Attività delle società fiduciarie di amministrazione,,
661930,Attività delle società fiduciarie di amministrazione,,
66194,Attività di Bancoposta,,
661940,Attività di Bancoposta,,
66195,Servizi di trasferimento di denaro (money transfer),,
661950,Servizi di trasferimento di denaro (money transfer),,
662,ATTIVITÀ AUSILIARIE DELLE ASSICURAZIONI E DEI FONDI PENSIONE,,
6621,Valutazione dei rischi e dei danni,,
66210,Attività dei periti e liquidatori indipendenti delle assicurazioni,,
662100,Attività dei periti e liquidatori indipendenti delle assicurazioni,,
6622,Attività di agenti e mediatori di assicurazioni,,
66220,Attività degli agenti e broker delle assicurazioni,,
662201,Broker di assicurazioni,,
662202,Agenti di assicurazioni,,
662203,Sub-agenti di assicurazioni,,
662204,"Produttori, procacciatori ed altri intermediari delle assicurazioni",,
6629,Altre attività ausiliarie delle assicurazioni e dei fondi pensione,,
66290,Altre attività ausiliarie delle assicurazioni e dei fondi pensione,,
662901,Autorità centrali di vigilanza su assicurazioni e fondi pensione,,
662909,Altre attività ausiliarie delle assicurazioni e dei fondi pensione nca,,
663,ATTIVITÀ DI GESTIONE DEI FONDI,,
6630,Attività di gestione dei fondi,,
66300,Gestione di fondi comuni di investimento e dei fondi pensione,,
663000,Gestione di fondi comuni di investimento e dei fondi pensione,,
68,ATTIVITÀ IMMOBILIARI,,
681,COMPRAVENDITA DI BENI IMMOBILI EFFETTUATA SU BENI PROPRI,,
6810,Compravendita di beni immobili effettuata su beni propri,,
68100,Compravendita di beni immobili effettuata su beni propri,,
681000,Compravendita di beni immobili effettuata su beni propri,,
682,AFFITTO E GESTIONE DI IMMOBILI DI PROPRIETÀ O IN LEASING ,,
6820,Affitto e gestione di immobili di proprietà o in leasing,,
68200,Affitto e gestione di immobili di proprietà o in leasing,,
682001,Locazione immobiliare di beni propri o in leasing (affitto),,
682002,Affitto di aziende,,
683,ATTIVITÀ IMMOBILIARI PER CONTO TERZI,,
6831,Attività di mediazione immobiliare,,
68310,Attività di mediazione immobiliare,,
683100,Attività di mediazione immobiliare,,
6832,Gestione di immobili per conto terzi,,
68320,Amministrazione di condomini e gestione di beni immobili per conto terzi,,
683200,Amministrazione di condomini e gestione di beni immobili per conto terzi,,
69,ATTIVITÀ LEGALI E CONTABILITÀ,,
691,ATTIVITÀ DEGLI STUDI LEGALI,,
6910,Attività degli studi legali e notarili,,
69101,Attività degli studi legali,,
691010,Attività degli studi legali,,
69102,Attività degli studi notarili,,
691020,Attività degli studi notarili,,
692,"CONTABILITÀ, CONTROLLO E REVISIONE CONTABILE, CONSULENZA IN MATERIA FISCALE E DEL LAVORO",,
6920,"Contabilità, controllo e revisione contabile, consulenza in materia fiscale e del lavoro",,
69201,"Attività degli studi commerciali, tributari e revisione contabile",,
692011,Servizi forniti da dottori commercialisti,,
692012,Servizi forniti da ragionieri e periti commerciali,,
692013,"Servizi forniti da revisori contabili, periti, consulenti ed altri soggetti che svolgono attività in materia di amministrazione, contabilità e tributi",,
692014,Attività svolta dai Centri di assistenza fiscale (Caf),,
692015,Gestione ed amministrazione del personale per conto terzi,,
69202,Attività delle società di revisione e certificazione di bilanci,,
692020,Attività delle società di revisione e certificazione di bilanci,,
69203,Attività dei consulenti del lavoro,,
692030,Attività dei consulenti del lavoro,,
70,ATTIVITÀ DI DIREZIONE AZIENDALE E DI CONSULENZA GESTIONALE ,,
701,ATTIVITÀ DI DIREZIONE AZIENDALE,,
7010,Attività delle holding impegnate nelle attività gestionali (holding operative),,
70100,Attività delle holding impegnate nelle attività gestionali (holding operative),,
701000,Attività delle holding impegnate nelle attività gestionali (holding operative),,
702,ATTIVITÀ DI CONSULENZA GESTIONALE,,
7021,Pubbliche relazioni e comunicazione,,
70210,Pubbliche relazioni e comunicazione,,
702100,Pubbliche relazioni e comunicazione,,
7022,Consulenza imprenditoriale e altra consulenza amministrativo-gestionale,,
70220,Consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianificazione aziendale,,
702201,Attività di consulenza per la gestione della logistica aziendale,,
702209,Altre attività di consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianificazione aziendale,,
71,ATTIVITÀ DEGLI STUDI DI ARCHITETTURA E D'INGEGNERIA; COLLAUDI ED ANALISI TECNICHE,,
711,"ATTIVITÀ DEGLI STUDI DI ARCHITETTURA, INGEGNERIA ED ALTRI STUDI TECNICI",,
7111,Attività degli studi di architettura,,
71110,Attività degli studi di architettura,,
711100,Attività degli studi di architettura,,
7112,Attività degli studi d'ingegneria ed altri studi tecnici,,
71121,Attività degli studi di ingegneria,,
711210,Attività degli studi di ingegneria,,
71122,Servizi di progettazione di ingegneria integrata,,
711220,Servizi di progettazione di ingegneria integrata,,
71123,Attività tecniche svolte da geometri,,
711230,Attività tecniche svolte da geometri,,
71124,Attività di cartografia e aerofotogrammetria,,
711240,Attività di cartografia e aerofotogrammetria,,
71125,Attività di studio geologico e di prospezione geognostica e mineraria,,
711250,Attività di studio geologico e di prospezione geognostica e mineraria,,
712,COLLAUDI ED ANALISI TECNICHE,,
7120,Collaudi ed analisi tecniche,,
71201,Collaudi ed analisi tecniche di prodotti,,
712010,Collaudi e analisi tecniche di prodotti,,
71202,"Controllo di qualità e certificazione di prodotti, processi e sistemi",,
712021,"Controllo di qualità e certificazione di prodotti, processi e sistemi",,
712022,Attività per la tutela di beni di produzione controllata,,
72,RICERCA SCIENTIFICA E SVILUPPO,,
721,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE SCIENZE NATURALI E DELL'INGEGNERIA,,
7211,Ricerca e sviluppo sperimentale nel campo delle biotecnologie,,
72110,Ricerca e sviluppo sperimentale nel campo delle biotecnologie,,
721100,Ricerca e sviluppo sperimentale nel campo delle biotecnologie,,
7219,Altre attività di ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria,,
72190,Altre attività di ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria,,
721901,Ricerca e sviluppo sperimentale nel campo della geologia,,
721909,Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria,,
722,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE SCIENZE SOCIALI E UMANISTICHE,,
7220,Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche,,
72200,Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche,,
722000,Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche,,
73,PUBBLICITÀ E RICERCHE DI MERCATO,,
731,PUBBLICITÀ,,
7311,Agenzie pubblicitarie,,
73110,Agenzie pubblicitarie,,
731101,Ideazione di campagne pubblicitarie,,
731102,Conduzione di campagne di marketing e altri servizi pubblicitari,,
7312,Attività delle concessionarie e degli altri intermediari di servizi pubblicitari,,
73120,Attività delle concessionarie e degli altri intermediari di servizi pubblicitari,,
731200,Attività delle concessionarie e degli altri intermediari di servizi pubblicitari,,
732,RICERCHE DI MERCATO E SONDAGGI DI OPINIONE,,
7320,Ricerche di mercato e sondaggi di opinione,,
73200,Ricerche di mercato e sondaggi di opinione,,
732000,Ricerche di mercato e sondaggi di opinione,,
74,"ALTRE ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",,
741,ATTIVITÀ DI DESIGN SPECIALIZZATE,,
7410,Attività di design specializzate,,
74101,Attività di design di moda e design industriale,,
741010,Attività di design di moda e design industriale,,
74102,Attività dei disegnatori grafici,,
741021,Attività dei disegnatori grafici di pagine web,,
741029,Altre attività dei disegnatori grafici,,
74103,Attività dei disegnatori tecnici,,
741030,Attività dei disegnatori tecnici,,
74109,Altre attività di design,,
741090,Altre attività di design,,
742,ATTIVITÀ FOTOGRAFICHE,,
7420,Attività fotografiche,,
74201,Attività di riprese fotografiche,,
742011,Attività di fotoreporter,,
742012,Attività di riprese aeree nel campo della fotografia,,
742019,Altre attività di riprese fotografiche,,
74202,Laboratori fotografici per lo sviluppo e la stampa,,
742020,Laboratori fotografici per lo sviluppo e la stampa,,
743,TRADUZIONE E INTERPRETARIATO,,
7430,Traduzione e interpretariato,,
74300,Traduzione e interpretariato,,
743000,Traduzione e interpretariato,,
749,"ALTRE ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE NCA",,
7490,"Altre attività professionali, scientifiche e tecniche nca",,
74901,Consulenza agraria,,
749011,Consulenza agraria fornita da agronomi,,
749012,Consulenza agraria fornita da agrotecnici e periti agrari,,
74902,Consulenza in materia di sicurezza,,
749021,Consulenza sulla sicurezza ed igiene dei posti di lavoro,,
749029,Altra attività di consulenza in materia di sicurezza,,
74909,"Altre attività di assistenza e consulenza professionale, scientifica e tecnica nca",,
749091,Attività tecniche svolte da periti industriali,,
749092,Attività riguardanti le previsioni meteorologiche,,
749093,Altre attività di consulenza tecnica nca,,
749094,Agenzie ed agenti o procuratori per lo spettacolo e lo sport,,
749099,Altre attività professionali nca,,
75,SERVIZI VETERINARI,,
750,SERVIZI VETERINARI,,
7500,Servizi veterinari,,
75000,Servizi veterinari,,
750000,Servizi veterinari,,
77,ATTIVITÀ DI NOLEGGIO E LEASING OPERATIVO,,
771,NOLEGGIO DI AUTOVEICOLI,,
7711,Noleggio di autovetture ed autoveicoli leggeri,,
77110,Noleggio di autovetture ed autoveicoli leggeri,,
771100,Noleggio di autovetture ed autoveicoli leggeri,,
7712,Noleggio di autocarri e di altri veicoli pesanti,,
77120,Noleggio di autocarri e di altri veicoli pesanti,,
771200,Noleggio di autocarri e di altri veicoli pesanti,,
772,NOLEGGIO DI BENI PER USO PERSONALE E PER LA CASA,,
7721,Noleggio di attrezzature sportive e ricreative,,
77210,Noleggio di attrezzature sportive e ricreative,,
772101,Noleggio di biciclette,,
772102,Noleggio senza equipaggio di imbarcazioni da diporto (inclusi i pedalò),,
772109,Noleggio di altre attrezzature sportive e ricreative,,
7722,Noleggio di videocassette e dischi,,
77220,"Noleggio di videocassette, Cd, Dvd e dischi contenenti audiovisivi o videogame",,
772200,"Noleggio di videocassette, Cd, Dvd e dischi contenenti audiovisivi o videogame",,
7729,Noleggio di altri beni per uso personale e domestico (escluse le attrezzature sportive e ricreative),,
77291,"Noleggio di biancheria da tavola, da letto, da bagno e di articoli di vestiario",,
772910,"Noleggio di biancheria da tavola, da letto, da bagno e di articoli di vestiario",,
77299,Noleggio di altri beni per uso personale e domestico nca (escluse le attrezzature sportive e ricreative),,
772990,Noleggio di altri beni per uso personale e domestico nca (escluse le attrezzature sportive e ricreative),,
773,"NOLEGGIO DI ALTRE MACCHINE, ATTREZZATURE E BENI MATERIALI",,
7731,Noleggio di macchine e attrezzature agricole,,
77310,Noleggio di macchine e attrezzature agricole,,
773100,Noleggio di macchine e attrezzature agricole,,
7732,Noleggio di macchine e attrezzature per lavori edili e di genio civile,,
77320,Noleggio di macchine e attrezzature per lavori edili e di genio civile,,
773200,Noleggio di macchine e attrezzature per lavori edili e di genio civile,,
7733,Noleggio di macchine e attrezzature per ufficio (inclusi i computer),,
77330,Noleggio di macchine e attrezzature per ufficio (inclusi i computer),,
773300,Noleggio di macchine e attrezzature per ufficio (inclusi i computer),,
7734,Noleggio di mezzi di trasporto marittimo e fluviale ,,
77340,Noleggio di mezzi di trasporto marittimo e fluviale,,
773400,Noleggio di mezzi di trasporto marittimo e fluviale,,
7735,Noleggio di mezzi di trasporto aereo,,
77350,Noleggio di mezzi di trasporto aereo,,
773500,Noleggio di mezzi di trasporto aereo,,
7739,"Noleggio di altre macchine, attrezzature e beni materiali nca",,
77391,Noleggio di altri mezzi di trasporto terrestri,,
773910,Noleggio di altri mezzi di trasporto terrestri,,
77399,Noleggio di altre macchine e attrezzature,,
773991,Noleggio di container adibiti ad alloggi o ad uffici,,
773992,Noleggio di container per diverse modalità di trasporto,,
773993,"Noleggio senza operatore di attrezzature di sollevamento e movimentazione merci: carrelli elevatori, pallet eccetera",,
773994,"Noleggio di strutture ed attrezzature per manifestazioni e spettacoli: impianti luce ed audio senza operatore, palchi, stand ed addobbi luminosi",,
773999,Noleggio senza operatore di altre macchine ed attrezzature nca,,
774,CONCESSIONE DEI DIRITTI DI SFRUTTAMENTO DI PROPRIETÀ INTELLETTUALE E PRODOTTI SIMILI (ESCLUSE LE OPERE PROTETTE DAL COPYRIGHT),,
7740,Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright),,
77400,Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright),,
774000,Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright),,
78,"ATTIVITÀ DI RICERCA, SELEZIONE, FORNITURA DI PERSONALE ",,
781,ATTIVITÀ DI AGENZIE DI COLLOCAMENTO,,
7810,Attività di agenzie di collocamento,,
78100,"Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale",,
781000,"Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale",,
782,ATTIVITÀ DELLE AGENZIE DI LAVORO TEMPORANEO (INTERINALE),,
7820,Attività delle agenzie di lavoro temporaneo (interinale),,
78200,Attività delle agenzie di fornitura di lavoro temporaneo (interinale),,
782000,Attività delle agenzie di fornitura di lavoro temporaneo (interinale),,
783,ALTRE ATTIVITÀ DI FORNITURA E GESTIONE DI RISORSE UMANE,,
7830,Altre attività di fornitura e gestione di risorse umane,,
78300,Altre attività di fornitura e gestione di risorse umane (staff leasing),,
783000,Altre attività di fornitura e gestione di risorse umane (staff leasing),,
79,"ATTIVITÀ DEI SERVIZI DELLE AGENZIE DI VIAGGIO, DEI TOUR OPERATOR E SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE",,
791,ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR,,
7911,Attività delle agenzie di viaggio,,
79110,Attività delle agenzie di viaggio,,
791100,Attività delle agenzie di viaggio,,
7912,Attività dei tour operator,,
79120,Attività dei tour operator,,
791200,Attività dei tour operator,,
799,ALTRI SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE,,
7990,Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio,,
79901,Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio,,
799011,"Servizi di biglietteria per eventi teatrali, sportivi ed altri eventi ricreativi e d'intrattenimento",,
799019,Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio nca,,
79902,Attività delle guide e degli accompagnatori turistici,,
799020,Attività delle guide e degli accompagnatori turistici,,
80,SERVIZI DI VIGILANZA E INVESTIGAZIONE,,
801,SERVIZI DI VIGILANZA PRIVATA,,
8010,Servizi di vigilanza privata,,
80100,Servizi di vigilanza privata,,
801000,Servizi di vigilanza privata,,
802,SERVIZI CONNESSI AI SISTEMI DI VIGILANZA,,
8020,Servizi connessi ai sistemi di vigilanza,,
80200,Servizi connessi ai sistemi di vigilanza,,
802000,Servizi connessi ai sistemi di vigilanza,,
803,SERVIZI INVESTIGATIVI PRIVATI,,
8030,Servizi investigativi privati,,
80300,Servizi di investigazione privata,,
803000,Servizi di investigazione privata,,
81,ATTIVITÀ DI SERVIZI PER EDIFICI E PAESAGGIO,,
811,SERVIZI INTEGRATI DI GESTIONE AGLI EDIFICI,,
8110,Servizi integrati di gestione agli edifici,,
81100,Servizi integrati di gestione agli edifici,,
811000,Servizi integrati di gestione agli edifici,,
812,ATTIVITÀ DI PULIZIA E DISINFESTAZIONE,,
8121,Pulizia generale (non specializzata) di edifici,,
81210,Pulizia generale (non specializzata) di edifici,,
812100,Pulizia generale (non specializzata) di edifici,,
8122,Attività di pulizia specializzata di edifici e di impianti e macchinari industriali,,
81220,Attività di pulizia specializzata di edifici e di impianti e macchinari industriali,,
812201,Attività di sterilizzazione di attrezzature medico sanitarie,,
812202,Altre attività di pulizia specializzata di edifici e di impianti e macchinari industriali,,
8129,Altre attività di pulizia,,
81291,Servizi di disinfestazione,,
812910,Servizi di disinfestazione,,
81299,Attività di pulizia nca,,
812991,"Pulizia e lavaggio di aree pubbliche, rimozione di neve e ghiaccio",,
812999,Altre attività di pulizia nca,,
813,CURA E MANUTENZIONE DEL PAESAGGIO,,
8130,Cura e manutenzione del paesaggio,,
81300,"Cura e manutenzione del paesaggio (inclusi parchi, giardini e aiuole)",,
813000,"Cura e manutenzione del paesaggio (inclusi parchi, giardini e aiuole)",,
82,ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO E ALTRI SERVIZI DI SUPPORTO ALLE IMPRESE,,
821,ATTIVITÀ DI SUPPORTO PER LE FUNZIONI D'UFFICIO,,
8211,Servizi integrati di supporto per le funzioni d'ufficio,,
82110,Servizi integrati di supporto per le funzioni d'ufficio; uffici-residence,,
821101,Servizi integrati di supporto per le funzioni d'ufficio,,
821102,"Gestione di uffici temporanei, uffici residence",,
8219,"Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio",,
82190,"Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio",,
821901,"Spedizione di materiale propagandistico, compilazione e gestione di indirizzi",,
821909,"Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio",,
822,ATTIVITÀ DEI CALL CENTER,,
8220,Attività dei call center,,
82200,Attività dei call center,,
822000,Attività dei call center,,
823,ORGANIZZAZIONE DI CONVEGNI E FIERE,,
8230,Organizzazione di convegni e fiere,,
82300,Organizzazione di convegni e fiere,,
823000,Organizzazione di convegni e fiere,,
829,SERVIZI DI SUPPORTO ALLE IMPRESE NCA,,
8291,Attività di agenzie di recupero crediti; agenzie di informazioni commerciali,,
82911,Attività di agenzie di recupero crediti,,
829110,Attività di agenzie di recupero crediti,,
82912,Agenzie di informazioni commerciali,,
829120,Agenzie di informazioni commerciali,,
8292,Attività di imballaggio e confezionamento per conto terzi,,
82921,Imballaggio e confezionamento di generi alimentari,,
829210,Imballaggio e confezionamento di generi alimentari,,
82922,Imballaggio e confezionamento di generi non alimentari,,
829220,Imballaggio e confezionamento di generi non alimentari,,
8299,Altri servizi di supporto alle imprese nca,,
82991,Imprese di gestione esattoriale,,
829910,Imprese di gestione esattoriale,,
82992,"Agenzie di distribuzione di libri, giornali e riviste",,
829920,"Agenzie di distribuzione di libri, giornali e riviste",,
82993,Servizi di gestione di pubblici mercati e pese pubbliche,,
829930,Servizi di gestione di pubblici mercati e pese pubbliche,,
82994,Richiesta certificati e disbrigo pratiche,,
829940,Richiesta certificati e disbrigo pratiche,,
82999,Altri servizi di sostegno alle imprese,,
829991,Servizi di stenotipia,,
829999,Altri servizi di sostegno alle imprese nca,,
84,AMMINISTRAZIONE PUBBLICA E DIFESA; ASSICURAZIONE SOCIALE OBBLIGATORIA,,
841,"AMMINISTRAZIONE PUBBLICA: AMMINISTRAZIONE GENERALE, ECONOMICA E SOCIALE",,
8411,Attività generali di amministrazione pubblica,,
84111,"Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali",,
841110,"Attività degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali",,
84112,Attività di pianificazione generale e servizi statistici generali,,
841120,Attività di pianificazione generale e servizi statistici generali,,
8412,"Regolamentazione delle attività relative alla fornitura di servizi di assistenza sanitaria, dell'istruzione, di servizi culturali e ad altri servizi sociali (esclusa l'assicurazione sociale obbligatoria)",,
84121,Regolamentazione dell'attività degli organismi preposti alla sanità,,
841210,Regolamentazione dell'attività degli organismi preposti alla sanità,,
84122,Regolamentazione dell'attività degli organismi preposti all'istruzione,,
841220,Regolamentazione dell'attività degli organismi preposti all'istruzione,,
84123,Regolamentazione dell'attività degli organismi preposti alla gestione di progetti per l'edilizia abitativa e l'assetto del territorio e per la tutela dell'ambiente,,
841230,Regolamentazione dell'attività degli organismi preposti alla gestione di progetti per l'edilizia abitativa e l'assetto del territorio e per la tutela dell'ambiente,,
84124,"Regolamentazione dell'attività degli organismi preposti ai servizi ricreativi, culturali e sociali vari",,
841240,"Regolamentazione dell'attività degli organismi preposti ai servizi ricreativi, culturali e sociali vari",,
8413,Regolamentazione delle attività che contribuiscono ad una più efficiente gestione delle attività economiche,,
84131,Regolamentazione degli affari concernenti i combustibili e l'energia,,
841310,Regolamentazione degli affari concernenti i combustibili e l'energia,,
84132,"Regolamentazione degli affari e servizi concernenti l'agricoltura, silvicoltura, caccia e pesca",,
841320,"Regolamentazione degli affari e servizi concernenti l'agricoltura, silvicoltura, caccia e pesca",,
84133,"Regolamentazione degli affari e dei servizi concernenti le industrie estrattive e le risorse minerarie (eccetto i combustibili) le industrie manifatturiere, le costruzioni e le opere pubbliche ad eccezione delle strade e opere per la navigazione",,
841330,"Regolamentazione degli affari e dei servizi concernenti le industrie estrattive e le risorse minerarie (eccetto i combustibili) le industrie manifatturiere, le costruzioni e le opere pubbliche ad eccezione delle strade e opere per la navigazione",,
84134,Regolamentazione degli affari e servizi concernenti la costruzione di strade,,
841340,Regolamentazione degli affari e servizi concernenti la costruzione di strade,,
84135,Regolamentazione degli affari e servizi concernenti la costruzione di opere per la navigazione interna e marittima,,
841350,Regolamentazione degli affari e servizi concernenti la costruzione di opere per la navigazione interna e marittima,,
84136,Regolamentazione degli affari e servizi concernenti i trasporti e le comunicazioni,,
841360,Regolamentazione degli affari e servizi concernenti i trasporti e le comunicazioni,,
84137,Regolamentazione degli affari e servizi concernenti il commercio interno,,
841370,Regolamentazione degli affari e servizi concernenti il commercio interno,,
84138,Regolamentazione degli affari e servizi concernenti il turismo,,
841380,Regolamentazione degli affari e servizi concernenti il turismo,,
84139,Regolamentazione di altri affari e servizi economici,,
841390,Regolamentazione di altri affari e servizi economici,,
842,SERVIZI COLLETTIVI DELLE AMMINISTRAZIONI PUBBLICHE,,
8421,Affari esteri,,
84210,Affari esteri,,
842100,Affari esteri,,
8422,Difesa nazionale,,
84220,Difesa nazionale,,
842200,Difesa nazionale,,
8423,Giustizia ed attività giudiziarie,,
84230,Giustizia ed attività giudiziarie,,
842300,Giustizia ed attività giudiziarie,,
8424,Ordine pubblico e sicurezza nazionale,,
84240,Ordine pubblico e sicurezza nazionale,,
842400,Ordine pubblico e sicurezza nazionale,,
8425,Attività dei vigili del fuoco e della protezione civile,,
84251,Attività dei vigili del fuoco,,
842510,Attività dei vigili del fuoco,,
84252,Attività di protezione civile,,
842520,Attività di protezione civile,,
843,ASSICURAZIONE SOCIALE OBBLIGATORIA,,
8430,Assicurazione sociale obbligatoria ,,
84300,Assicurazione sociale obbligatoria,,
843000,Assicurazione sociale obbligatoria,,
85,ISTRUZIONE,,
851,ISTRUZIONE PRESCOLASTICA,,
8510,Istruzione prescolastica,,
85100,"Istruzione di grado preparatorio: scuole dell'infanzia, scuole speciali collegate a quelle primarie",,
851000,"Istruzione di grado preparatorio: scuole dell'infanzia, scuole speciali collegate a quelle primarie",,
852,ISTRUZIONE PRIMARIA ,,
8520,Istruzione primaria,,
